Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Fix Version/s,Component/s,Due Date,Votes,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Description,Environment,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Outward issue link (Backport),Inward issue link (Blocks),Inward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (CSR),Inward issue link (Cloners),Outward issue link (Cloners),Inward issue link (Duplicate),Inward issue link (Duplicate),Inward issue link (Duplicate),Outward issue link (Duplicate),Outward issue link (Duplicate),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Custom field ( Type of Bug [Challenge] ),Custom field (CPU),Custom field (CPU),Custom field (Cost of Delay),Custom field (Epic Link),Custom field (Imported),Custom field (Indexed),Custom field (Introduced In Build),Custom field (Introduced In Version),Custom field (Number of Tests Affected [Challenge]),Custom field (OS),Custom field (OS),Custom field (Oracle Evaluation),Custom field (Original story points),Custom field (Parent Link),Custom field (Rank),Custom field (Rank (Obsolete)),Custom field (Resolved In Build),Custom field (Story Points),Custom field (Subcomponent),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Time Spent),Custom field (Understanding),Custom field (Value),Custom field (Verification),Custom field (external_bug),Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment
Draft PRs do not get extra time before auto closing,SKARA-1365,5069327,Bug,Resolved,SKARA,Skara,software,darcy,,,P4,Fixed,ihse,erikj,erikj,2022-02-25 10:33,2022-03-02 11:45,2023-10-01 09:56,2022-03-02 11:45,,,,,,,,,,1.0,bots,,0,,,,,,,,,,,,,,,,,,,"The PullRequestPrunerBot automatically closes PRs that have been inactive for too long. The maxAge is configurable, and we have it set to 28 days for most repos on Github. SKARA-831 tried to give draft PRs double the time before being auto closed. Unfortunately, that fix wasn't enough, as it only affects the printed message and not the actual age check.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SKARA-831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i2w6bv:",9223372036854775807,,,,,,,,,,,,"2022-03-02 09:19;roboduke;A pull request was submitted for review.
URL: https://git.openjdk.java.net/skara/pull/1293
Date: 2022-03-02 17:18:50 +0000;;;","2022-03-02 11:45;roboduke;Changeset: 518d71bc
Author:    Magnus Ihse Bursie <ihse@openjdk.org>
Date:      2022-03-02 19:44:55 +0000
URL:       https://git.openjdk.java.net/skara/commit/518d71bc3911b19e0d4582c43775728de6199c03
;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jira Issues should be resolved as ""Fixed""",SKARA-1364,5069315,Bug,Resolved,SKARA,Skara,software,darcy,,,P3,Fixed,zsong,erikj,erikj,2022-02-25 06:05,2022-09-26 14:38,2023-10-01 09:56,2022-09-26 14:38,,,,,,,,,,1.0,bots,,0,starter,,,,,,,,,,,,,,,,,,"When the IssueNotifier resolves an Issue, it may find a backport that is already closed (e.g. as ""Won't Fix""). In such a case, that JiraIssue will keep the same resolution instead of having it changed to ""Fixed"". This happened in JDK-8278200.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i2w697:",9223372036854775807,,,,,,,,,,,,"2022-09-15 17:21;zsong;Hi erik, I am working on this issue and I want to know whether 'When the IssueNotifier resolves an Issue' means this method IssueNotifier#onNewCommits.

;;;","2022-09-16 05:35;erikj;Yes, but also onIntegratedPullRequest. In some cases we configure the notifier to only watch pull requests and not commits, so both of those methods can potentially move an issue to resolved state.;;;","2022-09-23 10:20;roboduke;A pull request was submitted for review.
URL: https://git.openjdk.org/skara/pull/1382
Date: 2022-09-23 17:18:56 +0000;;;","2022-09-26 14:38;roboduke;Changeset: a6860bcb
Author:    Zhao Song <zhao.song@oracle.com>
Committer: Erik Joelsson <erikj@openjdk.org>
Date:      2022-09-26 21:38:09 +0000
URL:       https://git.openjdk.org/skara/commit/a6860bcba94d93a2be7429ad7a8766755a925581
;;;",,,,,,,,,,,,,,,,,,,,,,,,,,
update-sync incorrect sync label,SKARA-1363,5069140,Bug,Resolved,SKARA,Skara,software,darcy,,,P4,Fixed,erikj,rcalnan,rcalnan,2022-02-22 12:48,2022-02-25 07:36,2023-10-01 09:56,2022-02-25 07:36,,,,,,,,,,1.0,bots,,0,,,,,,,,,,,,,,,,,,,"In https://bugs.openjdk.java.net/browse/JDK-8160104 the 9.0.4 backport has a sync label, however the 9.0.1 was closed out as WNF and so 9.0.4 is the first release the fix went out in.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JDK-8160104,SKARA-964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i2w5dn:",9223372036854775807,,,,,,,,,,,,"2022-02-24 06:50;erikj;The problem in this case is that it's the main issue that is marked as Won't Fix. Skara checks all the backports for ""Fixed"" resolution, but not the main bug.;;;","2022-02-24 11:31;roboduke;A pull request was submitted for review.
URL: https://git.openjdk.java.net/skara/pull/1291
Date: 2022-02-24 19:30:34 +0000;;;","2022-02-25 07:36;roboduke;Changeset: e2cc3cd9
Author:    Erik Joelsson <erikj@openjdk.org>
Date:      2022-02-25 15:35:53 +0000
URL:       https://git.openjdk.java.net/skara/commit/e2cc3cd96d19e93445f1e97202dfa25a07158e94
;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,
PR suggestion for fixing username is wrong,SKARA-1362,5069138,Bug,Resolved,SKARA,Skara,software,darcy,,,P4,Fixed,kcr,kcr,kcr,2022-02-22 11:44,2022-02-23 06:19,2023-10-01 09:56,2022-02-23 06:19,,,,,,,,,,1.0,bots,,0,,,,,,,,,,,,,,,,,,,"In case a PR author has no associated OpenJDK ID, Skara takes the username and email address from the HEAD commit in the PR branch to use when the PR is integrated. If the Author name in the HEAD commit doesn't match the preferred name of the PR author's GitHub profile, the Skara PR bot warns about the mismatch and suggests the following steps to correct it:

""the full name on your profile does not match the author name in this pull requests' HEAD commit. If this pull request gets integrated then the author name from this pull requests' HEAD commit will be used for the resulting commit. If you wish to push a new commit with a different author name, then please run the following commands in a local repository of your personal fork:""

$ git checkout BRANCHNAME
$ git commit -c user.name='Preferred Full Name' --allow-empty -m 'Update full name'
$ git push

The commit command is wrong and produces an error:

fatal: Option -m cannot be combined with -c/-C/-F.

Removing the '-m' option makes it succeed, but does so by amending the existing commit (thus requiring a force-push), rather than by adding a new one.

Here is a command that works and does what is intended:

$ git commit --author='Preferred Full Name <you@example.com>' --allow-empty -m 'Update full name'
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i2w5d7:",9223372036854775807,,,,,,,,,,,,"2022-02-22 11:53;roboduke;A pull request was submitted for review.
URL: https://git.openjdk.java.net/skara/pull/1290
Date: 2022-02-22 19:52:20 +0000;;;","2022-02-23 06:19;roboduke;Changeset: 2c1f1477
Author:    Kevin Rushforth <kcr@openjdk.org>
Date:      2022-02-23 14:18:48 +0000
URL:       https://git.openjdk.java.net/skara/commit/2c1f14771e006a7db48c669bc0e90961643bf1fd
;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,
SKARA-1352 is missing null check,SKARA-1360,5069024,Bug,Resolved,SKARA,Skara,software,darcy,,,P3,Fixed,ihse,ihse,ihse,2022-02-21 03:31,2022-02-22 06:08,2023-10-01 09:56,2022-02-22 06:08,,,,,,,,,,1.0,cli,,0,,,,,,,,,,,,,,,,,,,"The recent fix for SKARA-1352 (""Configure GithubHost as offline"") is missing a null check for the configuration object. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i2w4nv:",9223372036854775807,,,,,,,,,,,,"2022-02-21 03:48;roboduke;A pull request was submitted for review.
URL: https://git.openjdk.java.net/skara/pull/1289
Date: 2022-02-21 11:47:49 +0000;;;","2022-02-22 06:08;roboduke;Changeset: 9359c95e
Author:    Magnus Ihse Bursie <ihse@openjdk.org>
Date:      2022-02-22 14:07:39 +0000
URL:       https://git.openjdk.java.net/skara/commit/9359c95eb0e6d4339a3a3b6b991d182dc336f311
;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Altfixversions isn't checking Backport resolution,SKARA-1350,5068351,Bug,Resolved,SKARA,Skara,software,darcy,,,P3,Fixed,erikj,erikj,erikj,2022-02-11 11:35,2022-02-16 07:25,2023-10-01 09:56,2022-02-16 07:25,,,,,,,,,,1.0,bots,,0,,,,,,,,,,,,,,,,,,,"In SKARA-1213, we introduced the altfixversions configuration option. This option is used to define a set of fixversion for backports that should be considered as fixed for the branch, even though they aren't the exact fixversion the branch is configured for.

There is a problem with the implementation in that when looking for backports with altfixversions, it only checks of such a backport is in state resolved. This misses backports that have been moved to closed state. It may also find false positives if the resolution is not ""fixed"", but instead something else like ""Won't fix"". 

The solution here would be to check the resolution field instead and only accept an altfixversion backport if the resolution is fixed. Unfortunately, we currently don't have an API in Skara for inspecting bug resolution, so that would also need to be implemented here.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SKARA-1213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i2w0jf:",9223372036854775807,,,,,,,,,,,,"2022-02-11 11:42;kcr;Catching the other resolutions like ""Won't fix"" seems like a bit of a corner case, although worth solving.

Not recognizing ""closed"" vs ""resolved"" seems more of a problem, so a partial solution might be to look for ""status in (Resolved,Closed)"";;;","2022-02-15 10:34;erikj;Fixing this wasn't as complicated as I had first anticipated. We already have access to all the data for an issue in the form of a json object, so inspecting the resolution field just involved finding it in that json document.;;;","2022-02-15 10:40;roboduke;A pull request was submitted for review.
URL: https://git.openjdk.java.net/skara/pull/1286
Date: 2022-02-15 18:39:56 +0000;;;","2022-02-16 07:25;roboduke;Changeset: 9ec7de68
Author:    Erik Joelsson <erikj@openjdk.org>
Date:      2022-02-16 15:25:00 +0000
URL:       https://git.openjdk.java.net/skara/commit/9ec7de689d747c894d3c762e0c31f77dd69b44ae
;;;",,,,,,,,,,,,,,,,,,,,,,,,,,
Add GitHub user srmandal,SKARA-1348,5068224,Bug,Resolved,SKARA,Skara,software,darcy,,,P4,Fixed,kcr,smandalika,smandalika,2022-02-09 22:56,2022-02-10 05:09,2023-10-01 09:56,2022-02-10 05:09,,,,,,,,,,,admin,,0,,,,,,,,,,,,,,,,,,,"Please associate my GitHub account with my OpenJDK identity.

https://github.com/srmandal
https://openjdk.java.net/census#smandalika",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i2vzr7:",9223372036854775807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enable binary check,SKARA-1347,5068184,Bug,Resolved,SKARA,Skara,software,darcy,,,P3,Fixed,gli,gli,gli,2022-02-09 05:58,2022-02-09 07:54,2023-10-01 09:56,2022-02-09 07:54,,,,,,,,,,1.0,bots,,0,,,,,,,,,,,,,,,,,,,"When solving SKARA-1236, we found the binary check hasn't been effective. It is good to fix it at first.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i2vzib:",9223372036854775807,,,,,,,,,,,,"2022-02-09 06:16;roboduke;A pull request was submitted for review.
URL: https://git.openjdk.java.net/skara/pull/1283
Date: 2022-02-09 14:15:49 +0000;;;","2022-02-09 07:54;roboduke;Changeset: 54ac640e
Author:    Guoxiong Li <gli@openjdk.org>
Committer: Erik Joelsson <erikj@openjdk.org>
Date:      2022-02-09 15:53:55 +0000
URL:       https://git.openjdk.java.net/skara/commit/54ac640e5e25912bca57fdec095779f898f29289
;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Missing required plugins in JMC-RCP and JMC-RCP-plug-ins launcher,JMC-7581,5071444,Bug,Resolved,JMC,Java Mission Control,software,hirt,The production time profiling and diagnostics tools-suite for the HotSpot JDK.,,P3,Fixed,vpurnam,vpurnam,vpurnam,2022-03-31 11:33,2023-01-11 02:34,2023-10-01 09:56,2022-04-01 13:19,8.2.0,,,,,,,,,8.3.0,Infrastructure,,0,,,,,,,,,,,,,,,,,,,"Missing required plugins in JMC-RCP and JMC-RCP-plug-ins launcher.

 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i2wjdv:",9223372036854775807,,,com.oracle.jira.customfield.subcomponent.service.impl.SubComponentCacheImpl@312b13a5,,,,,,,,,"2022-03-31 11:34;vpurnam;Below mentioned required plugins are missing in JMC-RCP and JMC-RCP-plug-ins launcher.

org.eclipse.jetty.http (10.0.7)
org.eclipse.jetty.io (10.0.7)
org.eclipse.jetty.security (10.0.7)
org.eclipse.jetty.server (10.0.7)
org.eclipse.jetty.servlet (10.0.7)
org.eclipse.jetty.util (10.0.7);;;","2022-03-31 12:08;roboduke;A pull request was submitted for review.
URL: https://git.openjdk.java.net/jmc/pull/393
Date: 2022-03-31 19:04:43 +0000;;;","2022-04-01 13:19;roboduke;Changeset: 15da4dce
Author:    vpurnam <vpurnam@VPURNAM-7420.in.oracle.com>
Committer: Jean-Philippe Bempel <jpbempel@openjdk.org>
Date:      2022-04-01 20:18:49 +0000
URL:       https://git.openjdk.java.net/jmc/commit/15da4dce2dde842e201b8afd6953b16722d97534
;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,
JVM crash: guarantee(sect->end() <= sect->limit()) failed: sanity on AVX512,JDK-8284883,5071252,Bug,Resolved,JDK,JDK,software,duke,,,P3,Fixed,dlong,webbuggrp,webbuggrp,2022-03-30 01:58,2022-07-11 23:42,2023-10-01 09:56,2022-04-29 12:13,17.0.2,19,,,,,,,,19,hotspot,,0,additional-information-received,dcsswa,jdk17u-fix-request,jdk17u-fix-yes,oracle-triage-11,oracle-triage-19,regression,reproducer-yes,webbug,,,,,,,,,,"A DESCRIPTION OF THE PROBLEM :
JVM crashed when I run SPECjvm. No errors are reported when running in JDK11, but when running in JDK17, JVM crashed.

Reproduce: java -jar -Xcomp -XX:+UnlockDiagnosticVMOptions -XX:-IdealizeClearArrayNode SPECjvm2008.jar startup.sunflow -ikv

hs_err log:
#
# A fatal error has been detected by the Java Runtime Environment:
#
#  Internal Error (codeBuffer.cpp:973), pid=21701, tid=21743
#  guarantee(sect->end() <= sect->limit()) failed: sanity
#
# JRE version: Java(TM) SE Runtime Environment (17.0.2+8) (build 17.0.2+8-LTS-86)
# Java VM: Java HotSpot(TM) 64-Bit Server VM (17.0.2+8-LTS-86, compiled mode, sharing, tiered, compressed oops, compressed class ptrs, g1 gc, linux-amd64)
# Problematic frame:
# V  [libjvm.so+0x574704]  CodeBuffer::verify_section_allocation()+0x204
#
# Core dump will be written. Default location: Core dumps may be processed with ""/usr/share/apport/apport %p %s %c %d %P %E"" (or dumping to /home/jiahx/SPECjvm2008/core.21701)
#
# If you would like to submit a bug report, please visit:
#   https://bugreport.java.com/bugreport/crash.jsp
#

---------------  S U M M A R Y ------------

Command Line: -Xcomp -XX:+UnlockDiagnosticVMOptions -XX:-IdealizeClearArrayNode SPECjvm2008.jar startup.sunflow -ikv

Host: Intel(R) Xeon(R) Gold 6240 CPU @ 2.60GHz, 16 cores, 31G, Ubuntu 18.04.6 LTS
Time: Wed Mar 30 16:43:38 2022 CST elapsed time: 4.418891 seconds (0d 0h 0m 4s)

---------------  T H R E A D  ---------------

Current thread (0x00007fc744178730):  JavaThread ""C2 CompilerThread0"" daemon [_thread_in_native, id=21743, stack(0x00007fc703069000,0x00007fc70316a000)]


Current CompileTask:
C2:   4418 3498    b  4       java.util.Properties$LineReader::<init> (38 bytes)

Stack: [0x00007fc703069000,0x00007fc70316a000],  sp=0x00007fc703165520,  free space=1009k
Native frames: (J=compiled Java code, j=interpreted, Vv=VM code, C=native code)
V  [libjvm.so+0x574704]  CodeBuffer::verify_section_allocation()+0x204
V  [libjvm.so+0x574a0f]  CodeBuffer::~CodeBuffer()+0xf
V  [libjvm.so+0xbff167]  PhaseOutput::scratch_emit_size(Node const*)+0x297
V  [libjvm.so+0xbfaf50]  PhaseOutput::shorten_branches(unsigned int*)+0x280
V  [libjvm.so+0xc032aa]  PhaseOutput::Output()+0x58a
V  [libjvm.so+0x59eea4]  Compile::Code_Gen()+0x5f4
V  [libjvm.so+0x5a484b]  Compile::Compile(ciEnv*, ciMethod*, int, bool, bool, bool, bool, bool, DirectiveSet*)+0x148b
V  [libjvm.so+0x4e8579]  C2Compiler::compile_method(ciEnv*, ciMethod*, int, bool, DirectiveSet*)+0xe9
V  [libjvm.so+0x5ad061]  CompileBroker::invoke_compiler_on_method(CompileTask*)+0xd81
V  [libjvm.so+0x5adbf8]  CompileBroker::compiler_thread_loop()+0x4b8
V  [libjvm.so+0xd917e0]  JavaThread::thread_main_inner()+0xd0
V  [libjvm.so+0xd94e6e]  Thread::call_run()+0xde
V  [libjvm.so+0xbeae11]  thread_native_entry(Thread*)+0xe1

REGRESSION : Last worked in version 11.0.14-oracle


FREQUENCY : always


",,,,,,,,,,,JDK-8286295,JDK-8288878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JDK-8166561,,,,,,"2022-04-22 02:44;pnarayanaswa;JDK-8284883.zip;https://bugs.openjdk.org/secure/attachment/98674/JDK-8284883.zip",,,,,,,,,,,,,,x86_64,,,,,,,,,linux_ubuntu,,,,,"0|i2wi77:",9223372036854775807,b21,,com.oracle.jira.customfield.subcomponent.service.impl.SubComponentCacheImpl@6a4709f4,,,,,,,,,"2022-04-14 04:32;sswsharm;additional-information-requested
================================================
getting benchmark failed message when trying to run SPECjvm
"" [iter=1] Iteration failed.
  [iter=1][bt:1|op:1] java.lang.IllegalAccessError: class spec.benchmarks.check.Main (in unnamed module @0x4047e255) cannot access class com.sun.tools.javac.main.JavaCompiler (in module jdk.compiler) because module jdk.compiler does not export com.sun.tools.javac.main to unnamed module @0x4047e255""
Could you please confirm if the steps to reproduce this issue are proper?
=================================================;;;","2022-04-22 02:44;pnarayanaswa;Additional Information from submitter:
==============================
Here is the exact process I used to reproduce it.
First, download the SPECjvm jar package from the SPECjvm website (https://www.spec.org/jvm2008/) and run the command ""java -jar SPECjvm2008_1_01_setup.jar -i console "" to install it.
After SPECjvm installation is complete, move to the SPECjvm2008.jar directory and in its directory, run "" java -jar -Xcomp -XX:+UnlockDiagnosticVMOptions -XX:-IdealizeClearArrayNode SPECjvm2008.jar startup.sunflow -ikv"".
Attached snapshot, hs_err_pid.log, replay_pid.log.;;;","2022-04-25 02:25;rcastanedalo;I cannot reproduce the failure, neither following the additional information from the submitter (I get the same early failure as [~sswsharm] above), nor using the attached replay file.;;;","2022-04-25 03:05;rcastanedalo;[~sswsharm]: could you please check with the submitter if there is any additional configuration or tweak that must be done to SPECjvm2008 to reproduce the failure on JDK 17? Thanks!;;;","2022-04-25 14:54;dlong;This reproduces on startup on a machine with AVX512 using -XX:UseAVX=3.  Workaround: -XX:UseAVX=2;;;","2022-04-25 15:58;dlong;ILW = crash with -XX:-IdealizeClearArrayNode; AVX512 only; workaround: -XX:UseAVX=2 = MMM = P3;;;","2022-04-25 19:39;dlong;There seem to be two different problems contributing to this crash.  The first is that InitArrayShortSize can be set to arbitrarily large values, and the second is that we don't always check the value of InitArrayShortSize when IdealizeClearArrayNode is turned off.;;;","2022-04-28 12:47;roboduke;A pull request was submitted for review.
URL: https://git.openjdk.java.net/jdk/pull/8457
Date: 2022-04-28 19:42:05 +0000;;;","2022-04-29 12:13;dukebot;Changeset: cd8709e8
Author:    Dean Long <dlong@openjdk.org>
Date:      2022-04-29 19:09:58 +0000
URL:       https://git.openjdk.java.net/jdk/commit/cd8709e8e05897d131afba221970c0866b3d126d
;;;","2022-06-01 08:18;chegar;The hs_err log file over on this Elasticsearch issue [1] would appear to result from the same root cause as the one described by this bug report. And also the version numbers would indicate that it is possible, since this issue has not be been back ported to an 18 update either.

I would initially like to confirm that the ES issue [1] is as a result of this JDK bug. And not something else lurking in this area.

#
# A fatal error has been detected by the Java Runtime Environment:
#
#  Internal Error (codeBuffer.cpp:962), pid=19, tid=20
#  guarantee(sect->end() <= tend) failed: sanity
#
# JRE version:  (18.0.1.1+2) (build )
# Java VM: OpenJDK 64-Bit Server VM (18.0.1.1+2-6, mixed mode, sharing, tiered, compressed oops, compressed class ptrs, g1 gc, linux-amd64)
# Problematic frame:
# V  [libjvm.so+0x582c9c]  CodeBuffer::verify_section_allocation()+0x36c
#
# Core dump will be written. Default location: Core dumps may be processed with ""/usr/share/apport/apport -p%p -s%s -c%c -d%d -P%P -u%u -g%g -- %E"" (or dumping to /usr/share/elasticsearch/core.19)
#
#

[1] https://github.com/elastic/elasticsearch/issues/87173#issuecomment-1143683923;;;","2022-06-02 01:21;dlong;[~chegar], it looks like a different bug to me.;;;","2022-06-03 01:00;chegar;Thanks Dean. JDK-8287772 has been filed to track this new issue.;;;","2022-06-15 02:55;goetz;
Fix request [17u]

I backport this for parity with 17.0.5-oracle.
A C2 fix we should have.
I had to resolve due to context differences.
Test passes, but I cannot reproduce the error without the fix. SAP nighlty testing passed.
;;;","2022-06-15 03:01;roboduke;A pull request was submitted for review.
URL: https://git.openjdk.org/jdk17u-dev/pull/469
Date: 2022-06-15 09:54:08 +0000;;;",,,,,,,,,,,,,,,,
8.4.8.4: Clarify inheritance of multiple override-equivalent signatures,JDK-8284797,5071649,Bug,Resolved,JDK,JDK,software,duke,,,P4,Fixed,gbierman,webbuggrp,webbuggrp,2022-04-04 03:33,2022-06-21 02:20,2023-10-01 09:56,2022-06-21 02:20,18,,,,,,,,,19,specification,,0,dcsad,noreg-doc,webbug,,,,,,,,,,,,,,,,"A DESCRIPTION OF THE PROBLEM :
JLS 18 §8.4.8.4. ""Inheriting Methods with Override-Equivalent Signatures"" says:
> It is a compile-time error if a class C inherits a concrete method whose signature is override-equivalent with another method inherited by C.

However, this sentence conflicts with the definition of ""inherits"" in §8.4.8. ""Inheritance, Overriding, and Hiding"":
> No method declared in C has a signature that is a subsignature (§8.4.2) of the signature of m as a member of D
> [...]
> No concrete method inherited by C from its direct superclass type has a signature that is a subsignature of the signature of m as a member of D

I assume §8.4.8.4 is supposed to prevent the following:
```
class C {
    public static void m() {}
}

interface I {
    void m();
}

class T extends C implements I {}
```

However, in this case the abstract method from `I` is not considered ""inherited"" due to the definition in §8.4.8; and this specific case might actually already be covered by §8.4.8.2. ""Hiding (by Class Methods)"". Or which specific cases is the sentence in §8.4.8.4. supposed to cover, which are not covered already by another definition?

(Also: It would be good to clarify the definition for ""inherits"", because it refers only to ""direct"" supertypes even when transitive supertypes are considered as well for multiple of the sentences (?))


",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JDK-8284566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i2wknf:",9223372036854775807,,,com.oracle.jira.customfield.subcomponent.service.impl.SubComponentCacheImpl@7441ef8d,,,,,,,,,"2022-04-13 10:37;abuckley;The rule in 8.4.8.4:

""It is a compile-time error if a class C inherits a concrete method whose signature is override-equivalent with another method inherited by C.""

dates from JLS3 (circa Java 5), but it was reworded in JLS8 (circa Java 8) in a way that made it less clear. In particular, the motivating use case was removed. It would be best to add a numbered example at the end of 8.4.8.4 as follows:

----
Example 8.4.8.4-1: Inheritance of override-equivalent methods

The first compile-time error above, regarding a class C that inherits a concrete method, can happen if a superclass of C is generic, and the superclass has two methods that were distinct in the generic declaration but have the same signature in the parameterization (4.5) used by C. For example:

```
class A<T> {
    void m(String s) {}  // 1
    void m(T t) {}  // 2
}
class C extends A<String> {}
```

C inherits two methods from its direct superclass type A<String>: the method `m(String)` marked at 1, and (due to C's parameterization of A) the method `m<String>` marked at 2. These methods have the same signature, so are override-equivalent with each other.
-----

The actual example given in the Description is straightforward:
1. Class T inherits the concrete method `m()` from C, on the grounds that no method _declared_ in T has a signature that's a subsignature of `m()`).
2. Class T does _not_ inherit the abstract method `m()` from I. In order for T to inherit `m()` from I, there would have to be no concrete method `m()` inherited by T from C, but we just said there is.
3. Thanks to inheritance, T has a static method `m()`, which hides the method `m()` declared in T's superinterface, I. When a static method hides an instance method, an error is due by 8.4.8.2.
4. 8.4.8.4 is not relevant, because it pertains to two methods being inherited by the same class, but here, the class T only inherits one method.;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
